0,200704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200704
0,0,200704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200704,0
0,0,0,200704,0,0,0,0,0,0,0,0,0,0,0,0,0,200704,0,0
0,0,0,0,100352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100352,0,0,0,0,0,0,0,0,0,0,100352,0,0,0
0,0,0,0,0,0,100352,0,0,0,0,0,0,0,0,100352,0,0,0,0
0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,50176,0,0,0,0,0,50176,0,0,0,0,0
0,0,0,0,0,0,0,0,0,50176,0,0,0,50176,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25088,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,25088,25088,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,25088,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,25088,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,200704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,200704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
